시도,시군구,이름,셀프,주소,번호,고급휘발유,보통휘발유,경유,실내등유
대전,대덕구,씨앤에스유통(주)송월,N,대전 대덕구 아리랑로 107 (읍내동),042-625-8730,,1595.0,1415,1300.0
대전,대덕구,씨앤에스유통(주)회덕아이씨주유소,Y,대전광역시 대덕구  갑천도시고속도로 1084 (회덕동),042-672-5151,,1595.0,1395,
대전,대덕구,영풍에너지 주식회사,Y,대전 대덕구 신탄진로 584 (상서동),042-934-5151,,1523.0,1363,1300.0
대전,대덕구,오정동SM셀프주유소,Y,대전 대덕구 오정로 123 (오정동),042-621-2997,,1545.0,1390,
대전,대덕구,와동셀프주유소,Y,대전 대덕구 신탄진로 386 (와동),042-721-0607,1889.0,1559.0,1389,
대전,대덕구,용은주유소,Y,대전 대덕구 신탄진로 559 (상서동),042-936-0068,,1555.0,1389,
대전,대덕구,원촌주유소,Y,대전 대덕구 아리랑로 55 (읍내동),042-633-6330,,1595.0,1395,1400.0
대전,대덕구,으뜸회덕주유소,Y,대전 대덕구 신탄진로 222 (와동),042-628-1496,,1545.0,1395,
대전,대덕구,은빛주유소,Y,대전 대덕구 아리랑로 70 (읍내동),042-631-5104,,1559.0,1389,
대전,대덕구,일등주유소,N,대전 대덕구 신탄진로 636 (평촌동),042-933-1346,,1520.0,1360,1200.0
대전,대덕구,제일셀프주유소,Y,대전 대덕구  동서대로 1750 (비래동),042-638-4255,,1563.0,1389,
대전,대덕구,중도석유(주)오정동주유소,N,대전 대덕구 대전로 1144 (오정동),042-672-4843,,1539.0,1389,1500.0
대전,대덕구,중리셀프주유소,Y,대전 대덕구 한밭대로 1186,042-627-1020,,1565.0,1415,
대전,대덕구,지에스칼텍스㈜ 톨게이트주유소,Y,대전 대덕구 동서대로 1762,042-672-4131,1808.0,1563.0,1389,
대전,대덕구,충청주유소,N,대전 대덕구 대전로 1393 (읍내동),042-621-5368,,1618.0,1498,1500.0
대전,대덕구,한라주유소,N,대전 대덕구 오정로 65 (오정동),042-621-4097,,1589.0,1449,1500.0
대전,대덕구,한솔주유소,N,대전 대덕구 한밭대로 1036 (오정동),042-622-6680,,1893.0,1792,1760.0
대전,대덕구,현대오일뱅크㈜직영 4공단주유소,N,대전 대덕구 대덕대로 1412,042-935-6051,,1644.0,1539,1490.0
대전,대덕구,현대오일뱅크㈜직영 대덕산단주유소,N,대전 대덕구 문평동로 2,042-933-0115,1884.0,1644.0,1539,1490.0
서울,도봉구,(주)쌍문셀프주유소,Y,서울 도봉구 노해로 161 (쌍문동),02-998-9704,,1595.0,1425,1450.0
서울,도봉구,(주)자연에너지 햇살주유소,Y,서울 도봉구 방학로 142 (방학동),02-954-4555,1805.0,1555.0,1375,
서울,도봉구,(주)헨지스에너지 구도일주유소 도봉,Y,서울 도봉구 도봉로 706 (방학동),02-3491-3454,,1565.0,1385,
서울,도봉구,HD현대오일뱅크㈜직영 영신주유소,N,서울 도봉구 방학로 151,02-956-5152,1997.0,1637.0,1477,1320.0
서울,도봉구,구도일주유소 파크빌,Y,서울 도봉구 해등로3길 86 (창동),02-906-5104,,1585.0,1405,1430.0
서울,도봉구,극동유화(주) 대안주유소,Y,서울 도봉구 마들로 574 (창동),02-996-6640,,1579.0,1409,
서울,도봉구,노원교주유소,Y,서울 도봉구 마들로 776 (도봉동),02-956-5189,,1595.0,1435,1320.0
서울,도봉구,대성산업(주)신창주유소,Y,서울 도봉구 덕릉로 267 (창동),02-905-4441,,1599.0,1419,
서울,도봉구,도봉제일주유소(주)송만에너지,N,서울 도봉구 도봉로 783 (도봉동),02-955-5185,,1555.0,1375,1310.0
서울,도봉구,동일석유(주) 창동주유소,Y,서울 도봉구  도봉로 434 (창동),02-902-5544,,1595.0,1415,
서울,도봉구,삼미북부셀프주유소,Y,서울 도봉구 도봉로 437 (쌍문동),02-992-5561,,1555.0,1375,
서울,도봉구,오복주유소,Y,서울 도봉구 방학로 43,02-3494-1500,2300.0,1653.0,1495,1700.0
서울,도봉구,이케이에너지 주식회사,Y,서울 도봉구 도봉로 941 (도봉동),02-3494-3641,,1555.0,1375,
서울,도봉구,지에스칼텍스㈜ 방학동주유소,Y,서울 도봉구 방학로 186,02-3493-5189,1805.0,1555.0,1375,1320.0
서울,도봉구,한이에너지(주) 쌍문주유소,Y,서울 도봉구 도봉로 547 (쌍문동),02-992-0220,1805.0,1555.0,1375,
대구,동구,(주)HC대하에너지 연경제2주유소,Y,대구 동구 동화천로 391,053-981-3358,1969.0,1537.0,1367,
대구,동구,(주)HC대하에너지 해안주유소,Y,대구 동구 팔공로 157 (불로동),053-985-6001,,1535.0,1375,1450.0
대구,동구,(주)경대주유소,Y,대구 동구 경대로 54,053-954-5400,,1529.0,1359,
인천,동구,(주)광역주유소 만석점,N,인천 동구 인중로 441 (만석동),032-761-5149,,1554.0,1387,
대구,동구,㈜대림주유소,Y,대구 동구 안심로 586 (대림동),053-963-5182,1778.0,1528.0,1328,
부산,동구,(주)대양씨앤씨직영주유소,Y,부산 동구 성남로 74 (범일동),051-646-5563,,1565.0,1385,
광주,동구,(주)대창석유직영 동명주유소,N,광주 동구 필문대로 237 (동명동),062-234-8851,,1533.0,1359,
광주,동구,(주)대창석유직영 지산주유소,Y,광주 동구 필문대로 219 (지산동),062-227-3334,1805.0,1529.0,1355,1400.0
대구,동구,(주)미니에너지 직영주유소,Y,대구 동구 화랑로 484 (용계동),053-963-0051,1740.0,1492.0,1317,
광주,동구,(주)반디석유 산수점,N,광주 동구 필문대로 164,062-524-8301,,1529.0,1355,
부산,동구,㈜삼현석유 천일주유소,N,부산 동구 중앙대로 168 (초량동),051-466-1001,,1998.0,1598,
대구,동구,(주)서재홍주유소,Y,대구 동구 혁신대로 409  (대림동),053-961-7241,1828.0,1578.0,1428,1250.0
대전,동구,(주)신영에너지,Y,대전 동구 동대전로 253 (가양동),042-632-5289,,1574.0,1435,
광주,동구,(주)아승그린주유소,N,광주 동구 필문대로153번길 3,010-3605-3041,,1527.0,1353,
대구,동구,(주)에스제이에너지,Y,대구 동구 공항로 136 (불로동),053-984-5500,1828.0,1538.0,1378,
대전,동구,㈜용운주유소,Y,대전 동구 백룡로 77 (용운동),042-471-6699,,1568.0,1389,
대전,동구,(주)이선 광장셀프주유소,Y,대전 동구 계족로 305 (성남동),042-623-2368,,1535.0,1375,
인천,동구,(주)창조 청라주유소,N,인천 동구 중봉대로 83,032-777-8580,,1574.0,1407,
대전,동구,(주)하늘셀프주유소,Y,대전 동구 대전로 549,042-283-5151,,1533.0,1373,
대전,동구,(주)학하 삼성셀프주유소,Y,대전 동구 대전로 908 (삼성동),042-637-5566,,1595.0,1435,
부산,동구,CJ대한통운㈜ 부산주유소,Y,부산 동구 충장대로 305 (좌천동),051-719-5143,,1565.0,1385,
대구,동구,HD현대오일뱅크㈜직영 대구공항셀프주유소,Y,대구 동구 공항로 259,053-984-6555,1984.0,1529.0,1519,1450.0
대전,동구,HD현대오일뱅크(주)직영 대동현대셀프주유소,Y,대전 동구 계족로 126,042-283-5189,1783.0,1553.0,1398,
대전,동구,HD현대오일뱅크㈜직영 동원주유소,N,대전 동구 옥천로 355-3 (삼정동),042-282-5155,1894.0,1633.0,1464,1490.0
대구,동구,HD현대오일뱅크㈜직영 동진주유소,N,대구 동구 동촌로 355,053-984-7700,1999.0,1619.0,1429,1300.0
광주,동구,HD현대오일뱅크㈜직영 학운IC주유소,N,광주 동구 의재로 111 (운림동),062-224-8708,1849.0,1594.0,1449,
인천,동구,SK KH에너지 북항주유소,N,인천광역시 동구  중봉대로 91 (송현동),032-772-6084,,1554.0,1387,1340.0
대전,동구,SK KH에너지 태양주유소,Y,대전 동구 한밭대로 1258 (용전동),042-624-5122,,1559.0,1389,
대전,동구,sk대동주유소,Y,대전 동구 계족로140번길 73 (용운동),042-283-5333,,1575.0,1375,1300.0
대구,동구,SK동호주유소,Y,대구 동구 안심로 352 (동호동),053-964-0066,,1545.0,1375,1200.0
인천,동구,SK에너지(주) 해바라기,Y,인천 동구 봉수대로 101 (송림동),032-583-5541,1786.0,1574.0,1387,1399.0
대전,동구,가양셀프주유소,Y,대전 동구 우암로 365 (가양동),042-632-3838,,1565.0,1395,1400.0
대구,동구,강변주유소,Y,대구 동구 해동로 171 (검사동),053-000-0000,1790.0,1539.0,1359,
대구,동구,계명Ⅱ주유소,Y,대구 동구 이노밸리로 277,053-965-5152,,1577.0,1398,
대전,동구,고향주유소,N,대전 동구 산내로 562 (상소동),042-273-1998,,1585.0,1435,1250.0
인천,동구,공단주유소,Y,인천 동구 방축로 82 (송림동),032-766-5646,,1630.0,1465,
부산,동구,구도일주유소 부산진,Y,부산 동구 중앙대로 414 (좌천동),051-644-6200,1789.0,1559.0,1348,
대구,동구,국가대표제2주유소,Y,대구 동구 화랑로 377 (방촌동),053-986-5100,,1535.0,1345,1500.0
대구,동구,국제주유소,Y,대구 동구 팔공로 376,053-986-5153,,1525.0,1344,1110.0
울산,동구,그린주유소,Y,울산 동구 방어진순환도로 410 (방어동),052-201-5188,,1569.0,1399,1500.0
대구,동구,극동주유소,Y,대구 동구 동부로 80 (신천동),053-752-2220,1778.0,1578.0,1418,1400.0
대구,동구,글로벌 제2주유소,Y,대구 동구 팔공로 473 (지묘동),053-651-6400,1979.0,1559.0,1379,
울산,동구,남목주유소,Y,울산 동구 방어진순환도로 1208 (서부동),052-252-1102,,1539.0,1369,
대전,동구,내트럭(주)남대전사업소,N,대전 동구 대전로 15,042-271-5673,,1585.0,1435,
인천,동구,뉴코리아주유소,Y,인천 동구 제물량로 387 (만석동),032-764-8042,,1554.0,1387,
인천,동구,대박주유소,Y,인천 동구 송미로 50 (송림동),032-762-3080,,1549.0,1379,
대구,동구,대성산업(주)강촌대성주유소,Y,대구 동구  화랑로 481,053-985-4222,1759.0,1535.0,1355,
대전,동구,대성셀프주유소,Y,대전 동구 대전로 292 (대성동),042-286-9505,1875.0,1585.0,1415,
부산,동구,대양대박주유소,N,부산 동구 성남로 42 (좌천동),051-634-5252,,1585.0,1415,1500.0
대구,동구,대원석유(주)직영대신,N,대구 동구 안심로 421 (신서동),053-963-2229,1769.0,1559.0,1399,1200.0
대구,동구,대원주유소,N,대구 동구 효동로 66 (효목동),053-942-5000,,1534.0,1356,1250.0
대전,동구,대전알찬주유소,Y,대전 동구 우암로 316 (가양동),042-633-7975,,1565.0,1405,
대구,동구,대한주유소,Y,대구 동구 팔공로 329 (봉무동),053-984-5551,,1535.0,1375,1170.0
대구,동구,덕산주유소,N,대구 동구 팔공산로 283 (덕곡동),053-981-5158,,1589.0,1319,
대전,동구,덕성셀프주유소,Y,대전 동구 대전로 287,042-286-5151,1875.0,1585.0,1415,
대전,동구,동광장주유소,Y,대전 동구 중앙로 280,000-0000-0000,,1580.0,1400,
부산,동구,동구SK주유소,Y,부산 동구 중앙대로 352 (초량동),051-715-9338,,1599.0,1399,
대구,동구,동대구고속주유소,N,대구 동구 동촌로 358 (용계동),053-984-9991,,1789.0,1599,
대구,동구,동대구주유소,Y,대구 동구 안심로 503 (괴전동),053-961-8998,,1515.0,1316,
대구,동구,동대구터미널주유소,N,대구 동구 화랑로 584 (용계동),053-965-5759,,1525.0,1355,
대구,동구,동도주유소,N,대구 동구 용계동 안심로 30,053-964-5550,1740.0,1492.0,1317,
부산,동구,동방석유(주)초량주유소,Y,부산 동구  중앙대로 302 (초량동),051-469-5181,,1559.0,1378,
부산,동구,동방석유(주)형제주유소,Y,부산광역시 동구  자성로 127 (범일2동),051-646-5471,,1598.0,1458,
대구,동구,동북주유소,N,대구 동구 파계로 220,053-981-6332,,1525.0,1355,1110.0
대전,동구,동아주유소,Y,대전 동구 동대전로 118 (대동),042-626-3333,,1569.0,1399,1350.0
울산,동구,동울산주유소,Y,울산 동구 방어진순환도로 753 (전하동),052-233-7000,1895.0,1539.0,1369,1500.0
대구,동구,동원주유소,N,대구 동구 팔공로 192 (봉무동),053-983-1222,,1645.0,1465,1450.0
대전,동구,동일석유(주)대전주유소,Y,대전 동구 계족로 436 (용전동),042-673-8880,,1555.0,1395,
울산,동구,동주유소,N,울산 동구 방어진순환도로 431 (방어동),052-201-3400,,1899.0,1799,
대구,동구,동촌self주유소,Y,대구 동구 동촌로 86 (검사동),053-721-8053,,1565.0,1428,
대구,동구,만남주유소,Y,대구 동구 파계로 392 (중대동),053-985-1112,,1525.0,1355,1170.0
대전,동구,매봉주유소,Y,대전 동구 우암로 247 (가양동),042-636-6086,,1579.0,1398,1460.0
대구,동구,문화주유소,Y,대구 동구 동부로30길 90 (신천동),053-751-2550,1898.0,1658.0,1468,1400.0
대구,동구,반야월주유소,N,대구 동구 반야월로 199 (동호동),053-962-0120,1889.0,1549.0,1379,
대구,동구,방촌주유소,Y,대구 동구 동촌로 320 (방촌동),053-985-5599,,1535.0,1358,1450.0
부산,동구,부산벙커앤오일 청구주유소,Y,부산 동구 충장대로 281 (좌천동),051-635-9698,,1565.0,1385,1500.0
대전,동구,산내제일주유소,Y,대전 동구 대전로 269 (대성동),042-282-5189,,1565.0,1395,1250.0
광주,동구,삼영아름주유소,Y,광주 동구 남문로 523 (용산동),062-234-3050,,1565.0,1387,1500.0
인천,동구,삼영주유소,N,인천 동구 염전로 84,032-763-7100,,1549.0,1379,1300.0
대구,동구,삼원주유소,Y,대구 동구 공항로 241,053-982-5154,,1524.0,1339,
대전,동구,성한주유소,Y,대전 동구 동대전로 320 (가양동),042-623-5047,,1599.0,1439,
울산,동구,소나타주유소,Y,울산 동구 방어진순환도로 1280,052-232-6363,,1569.0,1399,1500.0
광주,동구,솔바우주유소,Y,광주 동구 남계길 4 (내남동),062-222-5192,,1619.0,1459,
인천,동구,송림주유소,Y,인천 동구 염전로 71 (송림동),032-773-9698,,1549.0,1379,
대구,동구,송정주유소,N,대구 동구 안심로 483,053-965-3666,,1538.0,1358,1190.0
인천,동구,송현주유소,Y,인천 동구 중봉대로 70 (송현동),032-766-1363,1895.0,1565.0,1415,1350.0
대전,동구,신가오주유소,Y,대전 동구 은어송로 38 (가오동),042-272-7171,1897.0,1595.0,1429,
대전,동구,신고개주유소,Y,대전 동구 새울로 38 (용운동),042-285-6700,,1616.0,1456,1420.0
대구,동구,신암로주유소(금강개발대구지점),N,대구 동구 신암로 117 (신암동),053-953-5144,,1578.0,1418,1500.0
대전,동구,아원주유소,Y,대전 동구 계족로 326,042-625-2928,,1535.0,1375,1400.0
울산,동구,아카데미주유소,N,울산 동구 방어진순환도로 486 (방어동),052-201-0774,,1698.0,1538,1500.0
대구,동구,안심주유소,Y,대구 동구 안심로 484,053-962-5052,,1535.0,1348,
대전,동구,용전셀프주유소,Y,대전 동구 동서대로 1627(홍도동),042-637-8838,1895.0,1564.0,1398,
대구,동구,우성주유소,Y,대구 동구 안심로 244 (서호동),053-962-8989,1759.0,1529.0,1359,1300.0
대전,동구,우정주유소,Y,대전 동구 옥천로 418 (삼정동),042-284-0235,,1579.0,1439,
대전,동구,유원주유소,Y,대전 동구 계족로 513 (용전동),042-672-3613,,1559.0,1385,1400.0
대구,동구,율하주유소,Y,대구 동구 반야월로 104 (율하동),053-962-0317,1998.0,1668.0,1478,1500.0
대구,동구,이비티에스주유소6,Y,대구 동구 팔공산로 1188,070-7677-8000,,1525.0,1360,
대구,동구,일호self주유소,Y,대구 동구 화랑로 103,053-754-1515,,1549.0,1359,
대전,동구,재하주유소,Y,대전 동구 동서대로 1664 (성남동),042-626-6626,,1555.0,1399,
광주,동구,주남셀프주유소,Y,광주 동구 남문로 350,000-000-0000,1849.0,1579.0,1399,
대구,동구,지에스칼텍스(주)대구혁신도시주유소,Y,대구 동구 혁신대로 104 (율암동),053-963-9160,1754.0,1539.0,1369,1500.0
대전,동구,지에스칼텍스㈜현암주유소,Y,대전 동구 동서대로 1494 (삼성동),042-634-3151,,1563.0,1389,
대구,동구,채움셀프주유소,Y,대구 동구  파계로 308 (지묘동),053-984-8051,,1535.0,1355,
대전,동구,토지주유소,Y,대전 동구 계족로 249,042-000-0000,,1565.0,1395,
대구,동구,팔공김치주유소,Y,대구 동구 동촌로 291-4 (방촌동),053-983-8713,,1535.0,1357,
대구,동구,팔공산IC제2주유소,Y,대구 동구 공항로 254 (지저동),053-981-8484,,1534.0,1345,
대구,동구,팔공산IC주유소,N,대구 동구 공항로 247,053-982-0934,,1539.0,1349,1250.0
대구,동구,한대동부주유소,N,대구 동구 동촌로 445 (용계동),053-964-2211,1799.0,1548.0,1378,1250.0
울산,동구,한마음새마을금고주유소,Y,울산 동구 방어진순환도로 420,052-201-4000,,1569.0,1399,
울산,동구,한마음주유소,Y,울산 동구 방어진순환도로 424 (방어동),052-201-5100,,1569.0,1399,
울산,동구,현대오일뱅크㈜직영 울산대교셀프주유소,Y,울산 동구 봉수로 221 (화정동),052-234-9001,,1614.0,1477,
울산,동구,현대오일뱅크㈜직영 울산셀프주유소,Y,울산 동구 방어진순환도로 1025,052-251-8873,1997.0,1614.0,1477,
대전,동구,호원셀프주유소,Y,대전 동구 한밭대로 1315 (용전동),042-672-2954,1799.0,1545.0,1384,
대구,동구,효동로주유소,N,대구광역시 동구 효동로 77,053-944-4567,,1534.0,1356,
대구,동구,효목주유소,N,대구 동구 동부로 211,053-745-3900,,1578.0,1418,1350.0
서울,동대문구,(주)안국에너지 삼원셀프주유소,Y,서울 동대문구 망우로 90 (휘경동),02-2244-1972,,1638.0,1438,1460.0
서울,동대문구,(주)자연에너지 국민주유소,Y,서울 동대문구 답십리로 223 (답십리동),02-2216-7155,1759.0,1557.0,1377,
서울,동대문구,(주)정건에너지 배봉로지점,Y,서울 동대문구 서울시립대로 108,02-2242-0556,,1567.0,1387,
서울,동대문구,HD현대오일뱅크㈜직영 스피드주유소,N,서울 동대문구 천호대로 453 (장안동),02-2216-5151,1829.0,1614.0,1449,
서울,동대문구,경동주유소,Y,서울 동대문구 이문로 191,010-6775-6631,,1615.0,1495,
서울,동대문구,대성산업(주)동마장주유소,Y,서울 동대문구 고산자로 405 (용두동),02-966-5451,1814.0,1619.0,1439,
서울,동대문구,동서울고속주유소,Y,서울 동대문구 한천로 414,02-969-1144,1759.0,1557.0,1377,
서울,동대문구,삼미상사(주)장안킹셀프주유소,Y,서울 동대문구  한천로 100 (장안동),02-2242-7115,,1638.0,1478,
서울,동대문구,삼영주유소,N,서울 동대문구 답십리로 258 (장안동),02-2217-2018,,1635.0,1475,1700.0
서울,동대문구,열린주유소,N,서울 동대문구 한천로 263 (휘경동),02-2215-6543,,1579.0,1387,
서울,동대문구,오동나무주유소,N,서울 동대문구  한천로 81 (답십리동),02-2247-5132,,1688.0,1498,1600.0
서울,동대문구,재정제2주유소,Y,서울 동대문구 사가정로 90 (전농동),02-2249-6682,,1567.0,1387,
서울,동대문구,재정주유소,Y,서울 동대문구 전농로 121 (전농동),070-8256-4617,1769.0,1567.0,1387,
서울,동대문구,풍한주유소,N,서울 동대문구 안암로 168,02-924-5189,,1565.0,1385,
서울,동대문구,한영주유소 (한화),N,서울 동대문구 망우로 38 (휘경동),02-2214-9890,,1637.0,1498,1490.0
서울,동대문구,홍능주유소,N,서울 동대문구 홍릉로 87 (청량리동),02-966-9190,,1635.0,1475,1400.0
경기,동두천시,(주)하이테크산업 가나안주유소,Y,경기 동두천시 강변로 858 (동두천동),031-868-5164,,1565.0,1395,1250.0
경기,동두천시,경기동의아트㈜ 만땅주유소,Y,경기 동두천시 강변로 290,031-866-0779,,1625.0,1435,1430.0
경기,동두천시,대성산업(주)동두천주유소,N,경기 동두천시 평화로 2496,031-862-3482,,1615.0,1435,1450.0
경기,동두천시,동두천주유소,Y,경기 동두천시 평화로 2385 (생연동),031-864-5189,,1585.0,1415,
경기,동두천시,동두천하이웨이주유소,Y,경기 동두천시 강변로 74 (송내동),031-861-0951,1794.0,1594.0,1414,
경기,동두천시,무궁화주유소,N,경기 동두천시 어수로 22 (상패동),031-865-4946,,1653.0,1464,1350.0
경기,동두천시,삼미상사(주) 중앙셀프주유소,Y,경기 동두천시 평화로 2266 (지행동),031-862-2522,,1577.0,1397,
경기,동두천시,생연주유소,N,경기 동두천시 삼육사로 1118 (생연동),031-863-4647,,1618.0,1458,1490.0
경기,동두천시,스마트주유소,N,경기 동두천시 평화로 2882,031-866-7337,,1598.0,1448,1350.0
경기,동두천시,신동천,Y,경기도 동두천시  삼육사로 770 (상패동),031-867-4477,,1557.0,1397,
경기,동두천시,신진BANK주유소,Y,경기 동두천시 삼육사로 706 (상패동),031-867-5300,,1598.0,1428,1400.0
경기,동두천시,씨엘무역동두천지점 주식회사,Y,경기 동두천시 평화로 3122 (하봉암동),031-863-8651,,1545.0,1375,1230.0
경기,동두천시,이담주유소,N,경기 동두천시 삼육사로 733 (상패동),031-866-6585,,1574.0,1424,1350.0
경기,동두천시,이섬주유소,Y,경기 동두천시 어수로 30 (상패동),031-857-3800,,1635.0,1458,1450.0
경기,동두천시,자영에너지,Y,경기 동두천시 삼육사로 1109(생연동),031-868-6760,,1577.0,1397,1350.0
경기,동두천시,장미주유소,Y,경기 동두천시 평화로 2149,031-862-7622,,1637.0,1437,
경기,동두천시,정인주유소,N,경기 동두천시 평화로 3125,031-867-5155,,1628.0,1438,1230.0
경기,동두천시,지행주유소,N,경기 동두천시 평화로 2206 (송내동),031-867-3110,,1627.0,1517,1450.0
경기,동두천시,행복가득주유소,Y,경기 동두천시 평화로 3059 (하봉암동),031-858-5151,,1545.0,1375,1260.0
부산,동래구,(주)대원에너지 대원주유소,Y,부산 동래구 충렬대로 460  (안락동),051-852-6492,,1524.0,1344,1500.0
부산,동래구,(주)삼보명진주유소,Y,부산 동래구 충렬대로 51 (온천동),051-553-3000,,1524.0,1332,
부산,동래구,광신석유(주)직영 충렬대로주유소,Y,부산 동래구 충렬대로 95,051-555-3258,1919.0,1519.0,1332,
부산,동래구,대경주유소,N,부산 동래구 반송로 185 (안락동),051-555-1177,,1528.0,1348,
부산,동래구,대원주유소,Y,부산 동래구 미남로 38,051-502-0733,,1648.0,1458,1500.0
부산,동래구,대일주유소,Y,부산 동래구 충렬대로 124 (온천동),051-502-1155,,1530.0,1332,
부산,동래구,동방석유(주)푸른주유소,Y,부산 동래구 충렬대로 121 (온천동),051-555-3827,,1529.0,1327,
부산,동래구,명장주유소,Y,부산 동래구 반송로 303 (명장동),051-522-3355,,1529.0,1349,1340.0
부산,동래구,보강주유소,Y,부산 동래구  충렬대로 400 (안락동),051-531-2535,,1598.0,1398,1450.0
부산,동래구,안락교차로주유소,N,부산 동래구 충렬대로 330 (안락동),051-552-6262,,1598.0,1428,1400.0
부산,동래구,온천주유소,Y,부산 동래구 명륜로 2,051-558-2250,,1568.0,1398,1400.0
부산,동래구,지에스칼텍스(주)동호주유소,Y,부산 동래구 반송로 245 (안락동),051-526-9967,,1604.0,1409,
부산,동래구,충렬주유소,Y,부산 동래구 충렬대로 463,051-522-0569,1949.0,1608.0,1428,
부산,동래구,한솔유화㈜교대점 한길주유소,Y,부산 동래구 여고로 131 (사직동),051-504-0636,,1519.0,1332,
부산,동래구,한양주유소,N,부산 동래구  충렬대로 300 (낙민동),051-554-3363,,1596.0,1436,1450.0
부산,동래구,한창주유소,Y,부산 동래구 우장춘로 56,051-583-5151,,1538.0,1358,
서울,동작구,HD현대오일뱅크㈜직영 동작주유소,N,서울 동작구 상도로 403 (상도동),02-817-9179,1859.0,1633.0,1499,
서울,동작구,HD현대오일뱅크㈜직영 사당셀프주유소,Y,서울 동작구 동작대로 73 (사당동),02-521-3618,1939.0,1615.0,1485,
서울,동작구,HD현대오일뱅크㈜직영 흑석동셀프주유소,Y,서울 동작구 현충로 101 (흑석동),02-815-0724,1848.0,1628.0,1494,
서울,동작구,매일주유소,Y,서울 동작구 상도로 139 (상도동),02-817-4085,,1679.0,1559,1650.0
서울,동작구,살피재주유소,N,서울 동작구 상도로 334,02-817-2559,,1785.0,1635,
서울,동작구,지에스칼텍스(주) 대방주유소,N,서울 동작구 여의대방로 214,02-826-5145,1789.0,1589.0,1390,1250.0
서울,동작구,지에스칼텍스㈜직영 남성주유소,Y,서울 동작구 동작대로 135 (사당동),02-532-0606,1815.0,1615.0,1485,
서울,동작구,창원이엔지주유소,Y,서울 동작구 사당로 59 (상도동),02-825-5151,,1579.0,1429,
강원,동해시,(주)대청산업개발 동해(삼척)주유소,Y,강원 동해시 동해대로 6427 (망상동),033-534-6648,,1531.0,1369,
강원,동해시,(주)동산 효자로주유소,N,강원 동해시 효자로 723 (효가동),033-521-8259,,1652.0,1465,
강원,동해시,(주)명진에너지 동해지점,Y,강원 동해시 동해대로 5361 (천곡동),033-535-5189,1950.0,1545.0,1375,
강원,동해시,CJ대한통운㈜ 동해주유소,Y,강원 동해시 강원남부로 4591 (단봉동),033-522-0227,,1610.0,1420,
강원,동해시,CJ대한통운㈜ 효가제일주유소,Y,강원 동해시 동해대로 4985,033-522-2007,,1539.0,1379,
강원,동해시,SK에너지(주) 시민주유소,N,강원 동해시 동해대로 5133 (효가동),033-522-0669,,1649.0,1439,
강원,동해시,SK해안로주유소,Y,강원 동해시 해안로 63 (용정동),033-532-7424,,1550.0,1376,1230.0
강원,동해시,고객사랑주유소,Y,강원 동해시 동해대로 6121,033-535-7202,,1550.0,1378,
강원,동해시,공단주유소,N,강원 동해시 공단1로 7-13 (구호동),033-522-5328,,1590.0,1410,
강원,동해시,관동주유소,Y,강원 동해시 강원남부로 4650 (단봉동),033-522-0202,,1590.0,1410,1300.0
강원,동해시,기업주유소,Y,강원 동해시 동해대로 4683,033-522-0202,,1590.0,1410,1300.0
강원,동해시,뉴시티동해항주유소,Y,강원 동해시 대동로 263,033-522-3007,,1570.0,1379,1225.0
강원,동해시,늘푸른초록봉주유소,N,강원도 동해시  동해대로 5480 (평릉동),033-532-3216,,1570.0,1390,1250.0
강원,동해시,대경주유소,Y,강원 동해시 동해대로 5161 (효가동),033-522-6237,,1539.0,1379,
강원,동해시,대영주유소,Y,강원 동해시 동해대로 6036 (초구동),033-534-1207,,1540.0,1370,1190.0
강원,동해시,동북주유소,Y,강원 동해시 동해대로 5050 (효가동),033-521-3661,,1578.0,1388,
강원,동해시,동해농협클린주유소,Y,강원 동해시 대동로 249 (송정동),033-521-5544,,1539.0,1379,1225.0
강원,동해시,망상IC주유소,Y,강원 동해시 동해대로 6124 (망상동),010-5410-3112,,1545.0,1375,1200.0
강원,동해시,묵호농협주유소,Y,강원 동해시 발한로 39 (부곡동),033-532-2211,,1565.0,1385,1250.0
강원,동해시,묵호주유소,Y,강원도 동해시 해안로 595 (발한동),033-531-7711,,1558.0,1388,1250.0
강원,동해시,백마주유소,N,강원 동해시 대동로 261-28 (송정동),033-522-0012,,1650.0,1460,1350.0
강원,동해시,북삼주유소,Y,강원 동해시 효자로 636,033-521-0082,,1579.0,1393,
강원,동해시,성일기업(주)성일주유소,N,강원 동해시 동해대로 5155 (효가동),033-521-8461,,1580.0,1399,1499.0
강원,동해시,세경주유소,N,강원 동해시 발한로 369 (발한동),033-532-7117,,1568.0,1398,1250.0
강원,동해시,세경해운주유소,Y,강원 동해시 용정로 55 (용정동),033-521-0098,,1575.0,1390,1225.0
강원,동해시,쇄운주유소,N,강원 동해시 효자로 400 (쇄운동),033-534-8911,,1590.0,1395,1300.0
강원,동해시,에덴주유소,N,강원 동해시 효자로 576 (쇄운동),033-521-2588,,1590.0,1395,1250.0
강원,동해시,용정에너지,N,강원 동해시 용정로 169 (용정동),033-533-5451,,1620.0,1420,
강원,동해시,천곡주유소,N,강원 동해시 해안로 197 (천곡동),033-532-3388,,1620.0,1450,1300.0
강원,동해시,해성주유소,N,강원 동해시 효자로 277 (이로동),033-534-9966,,1590.0,1395,1300.0
강원,동해시,해오름주유소,Y,강원 동해시 발한로 384 (발한동),033-521-1114,,1558.0,1388,
